feature,frequency,percentage
CAMKV,72,90.0
GPR87,72,90.0
TTC9B,72,90.0
USP17L7,72,90.0
SDCBP,72,90.0
RIMKLB,72,90.0
RNU6-935P,72,90.0
NOSTRIN,72,90.0
PCARE,72,90.0
MFSD6L,72,90.0
KRT8P30,72,90.0
NUPR2,72,90.0
RAPSN,72,90.0
ZNF418,72,90.0
NPAS3,72,90.0
ATF3,72,90.0
SCCPDH,72,90.0
COMETT,72,90.0
EDDM3B,72,90.0
PRRG4,72,90.0
LDHA,72,90.0
RNU6-1164P,72,90.0
CXCL14,72,90.0
HSD17B11,72,90.0
LINC00304,72,90.0
CCNB2P1,72,90.0
PLA2G15,72,90.0
LINC02669,72,90.0
SYT2,72,90.0
LINC03028,72,90.0
RPS6KA2,72,90.0
OFD1,72,90.0
APOL1,72,90.0
TMEM45B,72,90.0
LRP2,72,90.0
RPS6KA5,72,90.0
GLRXP2,72,90.0
EZR,72,90.0
SOD2,72,90.0
ARHGAP26,72,90.0
C16orf46-DT,72,90.0
MTND4P22,72,90.0
PSEN1,72,90.0
MAP1LC3B,72,90.0
PELO-AS1,72,90.0
CEACAM21,72,90.0
RNA5SP442,68,85.0
CASP4,68,85.0
MIR342,68,85.0
DSC2,68,85.0
ENPP7P11,68,85.0
ALG13,68,85.0
SHANK3,68,85.0
SLC44A1,68,85.0
MFSD4A,68,85.0
DBR1,68,85.0
CHMP5,68,85.0
BCL2L10,68,85.0
SLC24A5,68,85.0
AQP12A,68,85.0
MTND4P16,68,85.0
ZNF284,68,85.0
LINC02888,68,85.0
SESTD1,68,85.0
PPP1R1B,68,85.0
MTND5P16,68,85.0
CAPZA3,68,85.0
THEM5,68,85.0
FCHO1,68,85.0
FAM83G,68,85.0
TMC3,68,85.0
HCRTR2,68,85.0
DOCK9,68,85.0
PNKD,68,85.0
SNORD101,68,85.0
RNU6-484P,68,85.0
FLOT2,68,85.0
WLS,68,85.0
MIR4511,68,85.0
LINC01166,68,85.0
LINC00885,68,85.0
ZNF723,68,85.0
DNM1P41,68,85.0
DUSP2,68,85.0
KCNG1,68,85.0
MIR5195,68,85.0
TENM2,68,85.0
CHP1,68,85.0
PPM1M,68,85.0
ENAHP1,68,85.0
AADAT,68,85.0
NCLP1,68,85.0
PRAP1,68,85.0
HEPFAL,68,85.0
MIR623,68,85.0
VWA5A,68,85.0
LINC02137,68,85.0
TC2N,68,85.0
CLPSL1,68,85.0
CSTB,68,85.0
B4GALT1-AS1,68,85.0
TMBIM1,64,80.0
EMX1,64,80.0
TMEM237,64,80.0
MIR6877,64,80.0
YPEL3-DT,64,80.0
ABHD3,64,80.0
THBD,64,80.0
MGST1,64,80.0
FDCSP,64,80.0
RACGAP1,64,80.0
EIF2B5-DT,64,80.0
MEGF6,64,80.0
GIMAP3P,64,80.0
CDH12P3,64,80.0
CTNNA1,64,80.0
SPICE1,64,80.0
LINC00891,64,80.0
PLPPR5,64,80.0
NGB,64,80.0
ZNF252P-AS1,64,80.0
SERPINB1,64,80.0
ARL6IP1,64,80.0
FN3KRP,64,80.0
TYMP,64,80.0
ZNF670,64,80.0
GADD45B,64,80.0
MAOA,64,80.0
SUMO2P1,64,80.0
PRSS38,64,80.0
ARL3,64,80.0
HNRNPA1P41,64,80.0
CDK5P1,64,80.0
ANXA1,64,80.0
RPL21P107,64,80.0
STK19,64,80.0
SLC17A4,64,80.0
RPS17P2,64,80.0
TRAV13-2,64,80.0
ATP6V1A,64,80.0
RN7SL182P,64,80.0
MTCP1,64,80.0
NMI,64,80.0
CD200,64,80.0
CT69,64,80.0
IFNA8,64,80.0
KRT18P19,64,80.0
TTC4,64,80.0
RGS12,64,80.0
LINC01010,64,80.0
ZNF385C,64,80.0
LMLN-AS1,64,80.0
RPS27P14,64,80.0
HENMT1,64,80.0
