feature,frequency,percentage
TMEM176B,33,55.00000000000001
DPY30,33,55.00000000000001
DAPK1,33,55.00000000000001
RNU4ATAC18P,33,55.00000000000001
GLMP,33,55.00000000000001
STXBP1,33,55.00000000000001
COX6B1P5,30,50.0
RPL22P23,30,50.0
LINC00882,30,50.0
CYP1A1,30,50.0
ACSL1,30,50.0
TMEM253,30,50.0
PYGL,30,50.0
KCNK13,30,50.0
SELENOP,30,50.0
GPAT4,30,50.0
MTND3P6,30,50.0
JAKMIP1,30,50.0
CD2BP2,30,50.0
LINC01020,30,50.0
WDR5,30,50.0
KRT8P30,30,50.0
LINC01728,30,50.0
CSTB,30,50.0
AGPAT5,30,50.0
PSTK,30,50.0
RN7SKP4,30,50.0
HCRTR2,30,50.0
NPC2,30,50.0
PPM1M,30,50.0
MEAF6,30,50.0
RPGRIP1,30,50.0
HNRNPA1P27,30,50.0
CNIH4,30,50.0
ARPC1B,30,50.0
LINC00570,30,50.0
TRIM38,30,50.0
LINC01315,30,50.0
HSPE1P8,30,50.0
PDGFA,30,50.0
WASIR2,30,50.0
THAP5,30,50.0
LINC01117,30,50.0
ACTN4,30,50.0
FLJ46284,30,50.0
HNRNPA1P41,30,50.0
ZBTB12BP,30,50.0
GLTP,30,50.0
ERLIN2,30,50.0
PLP2,30,50.0
TMEM184B-AS1,30,50.0
OSER1-DT,30,50.0
TRGJP2,30,50.0
TWF2,30,50.0
SBDS,30,50.0
STAU1,30,50.0
MARCHF3,30,50.0
IFNA1,30,50.0
UXS1,30,50.0
OR7E158P,30,50.0
PRPF19,30,50.0
TES,30,50.0
LTA4H,30,50.0
BRD3,30,50.0
NXPH1,30,50.0
XRN2,30,50.0
NAA50,30,50.0
GYG1P1,30,50.0
C1orf105,30,50.0
LINC00891,30,50.0
CUTC,30,50.0
PAIP2,27,45.0
SETDB1,27,45.0
SLC39A1,27,45.0
ERRFI1,27,45.0
CCDC115,27,45.0
MAP2K5,27,45.0
NIFKP3,27,45.0
FOXP1,27,45.0
CTSB,27,45.0
IDI1P1,27,45.0
NUP50,27,45.0
LINC02963,27,45.0
TMEM41A,27,45.0
HNRNPA3P7,27,45.0
ARHGAP26,27,45.0
TMEM59,27,45.0
ELF3,27,45.0
RBFOX3,27,45.0
PLCB1-IT1,27,45.0
MTND4P22,27,45.0
ETS2,27,45.0
WDR82,27,45.0
DDX19B,27,45.0
LMNA,27,45.0
PAFAH1B2,27,45.0
LINC02137,27,45.0
GLRXP2,27,45.0
AIFM2,27,45.0
MACC1,27,45.0
SNRPGP2,27,45.0
MIR548N,27,45.0
CLDN12,27,45.0
SLC26A2,27,45.0
BCL2L13,27,45.0
MIR188,27,45.0
TMEM45B,27,45.0
ENDOD1,27,45.0
FAM241A,27,45.0
CYFIP1,27,45.0
CEBPZ,27,45.0
SUMO1,27,45.0
RPS3P2,27,45.0
EEF1A1P45,27,45.0
FAM156B,27,45.0
F3,27,45.0
H2AC21,27,45.0
MIPEP,27,45.0
ZNF121,27,45.0
CASP4,27,45.0
RHPN2,27,45.0
SAR1A,27,45.0
NMD3,27,45.0
FAM83G,27,45.0
RNU6-484P,27,45.0
SLC6A12,27,45.0
RDXP3,27,45.0
FAM174B,27,45.0
PROCA1,27,45.0
SAP30L-AS1,27,45.0
IGBP1,27,45.0
CXCL16,27,45.0
ZNF555,27,45.0
RPL19P13,27,45.0
TSC22D1,27,45.0
PEBP1,27,45.0
ELAVL3,27,45.0
RN7SL268P,27,45.0
IFT46,27,45.0
CDR2,27,45.0
SDC1,27,45.0
NPR1,27,45.0
NMT1,27,45.0
SEC11A,27,45.0
APOL2,27,45.0
SPDYE7P,27,45.0
PFKFB3,27,45.0
JUNB,27,45.0
ATP1B1P1,27,45.0
KLHL34,27,45.0
RPS20P10,27,45.0
LINC01649,27,45.0
SAT1,27,45.0
RN7SL164P,27,45.0
TMC3,27,45.0
CDC42EP4,27,45.0
SPDYE18,27,45.0
TOR1AIP2,27,45.0
CEPT1,27,45.0
LINC02765,24,40.0
PGM2L1,24,40.0
MAB21L3,24,40.0
TRIP4,24,40.0
CDCA4,24,40.0
TRIM35,24,40.0
TM2D3,24,40.0
IGBP1C,24,40.0
LAPTM4A,24,40.0
TRBJ1-2,24,40.0
MIR744,24,40.0
PNKD,24,40.0
DENND6A-AS1,24,40.0
SNORD1B,24,40.0
RPL39P40,24,40.0
VSTM1,24,40.0
MAPK6,24,40.0
CFL2,24,40.0
C4BPA,24,40.0
GNA15,24,40.0
CHCHD4P2,24,40.0
DCPS,24,40.0
MMP10,24,40.0
IDH2,24,40.0
H1-5,24,40.0
DUXAP7,24,40.0
SORCS2,24,40.0
RNU4-21P,24,40.0
RNU6-1169P,24,40.0
VCAN-AS1,24,40.0
TMT1A,24,40.0
TLCD2,24,40.0
CASP3,24,40.0
EPCAM-DT,24,40.0
SRPK1,24,40.0
TMEM14A,24,40.0
PCNP,24,40.0
NRAS,24,40.0
SERPINB8,24,40.0
LINC01568,24,40.0
SEMA6A-AS1,24,40.0
NNMT,24,40.0
ANG,24,40.0
TMEM68,24,40.0
EIF3LP1,24,40.0
CBLL2,24,40.0
LINC01524,24,40.0
OR2M3,24,40.0
RUVBL1,24,40.0
OCLNP1,24,40.0
GNAI1,24,40.0
MORC4,24,40.0
BICC1,24,40.0
NUP85,24,40.0
SLC35A5,24,40.0
CGAS,24,40.0
THEMIS2,24,40.0
POR,24,40.0
PNMA1,24,40.0
AUNIP,24,40.0
MRPL15,24,40.0
UNC45A,24,40.0
DGLUCY,24,40.0
POLR2M,24,40.0
TCERG1L,24,40.0
CA14,24,40.0
LINC02683,24,40.0
MIR6124,24,40.0
HELQ,24,40.0
MTCYBP3,24,40.0
ISCA1,24,40.0
RAB2B,24,40.0
CERS2,24,40.0
PIGC,24,40.0
CCL1,24,40.0
OR52I2,24,40.0
PMAIP1,24,40.0
GRAMD1C,24,40.0
PGM5-AS1,24,40.0
TCIM,24,40.0
CEP76,24,40.0
EMX1,24,40.0
GLUL,24,40.0
ZNF20,24,40.0
CGA,24,40.0
SLC5A12,24,40.0
PHLDA3,24,40.0
GBP6,24,40.0
TXNL1,24,40.0
LINC02390,24,40.0
RPS3AP46,24,40.0
CTSV,24,40.0
RPL12P10,24,40.0
S100A1,24,40.0
PLPPR5,24,40.0
BNIP3P16,24,40.0
LRRC31,24,40.0
HSD17B3-AS1,24,40.0
ATP5PBP7,24,40.0
RAB11FIP1,24,40.0
CCDC54-AS1,24,40.0
TNFRSF1A,24,40.0
MED21,24,40.0
SYT2,24,40.0
MTND5P16,24,40.0
PELO-AS1,24,40.0
NUAK2,24,40.0
RNF168,24,40.0
DRAM2,24,40.0
MED31,24,40.0
QKILA,24,40.0
OGFOD1P1,24,40.0
MICU1,24,40.0
AGAP1,24,40.0
AOAH-IT1,24,40.0
ABHD3,24,40.0
HMGB2,24,40.0
CYSLTR2,24,40.0
KARS1P3,24,40.0
NR1I3,24,40.0
MED12L,24,40.0
RNU6-935P,24,40.0
NCMAP,24,40.0
SCP2D1-AS1,24,40.0
ALDH9A1,24,40.0
MEGF6,24,40.0
LBR,24,40.0
CPNE8-AS1,24,40.0
KLK3,24,40.0
RFC5,24,40.0
CLDN4,24,40.0
S100A13,24,40.0
SAYSD1,24,40.0
TACC2,24,40.0
KLHDC8B,21,35.0
OR2AO1P,21,35.0
CPP,21,35.0
SRL,21,35.0
LINC01250,21,35.0
OR52I1,21,35.0
TUBB4BP2,21,35.0
MPRIPP1,21,35.0
MIR765,21,35.0
PNMA5,21,35.0
ZNF859P,21,35.0
DDX10P2,21,35.0
SNORD93,21,35.0
FDCSP,21,35.0
RNF14P3,21,35.0
PPP1R2,21,35.0
NUDT1,21,35.0
SND1-DT,21,35.0
MIR6505,21,35.0
SQSTM1,21,35.0
MPZL3,21,35.0
LINC01502,21,35.0
AZIN1,21,35.0
CP,21,35.0
CDH19,21,35.0
TLCD3B,21,35.0
SNHG10,21,35.0
HRH1,21,35.0
BST1,21,35.0
ZNF541,21,35.0
CD19,21,35.0
SLC37A2,21,35.0
ARF3,21,35.0
LINC02767,21,35.0
POT1,21,35.0
CD9,21,35.0
SGPL1,21,35.0
AKR7A2,21,35.0
CYSTM1,21,35.0
MGST2,21,35.0
RCAN1,21,35.0
TBX5,21,35.0
ABCD3,21,35.0
RAB40B,21,35.0
FAM50B,21,35.0
RAB5C,21,35.0
SNORD67,21,35.0
THOC7,21,35.0
ZNF548,21,35.0
KRT18P19,21,35.0
RN7SL128P,21,35.0
SNORD9,21,35.0
TLK1,21,35.0
TWF2-DT,21,35.0
ZSCAN25,21,35.0
TBC1D28,21,35.0
LINC02257,21,35.0
ZNF737,21,35.0
TXNRD1,21,35.0
RPL10P9,21,35.0
LINC02159,21,35.0
LINC02181,21,35.0
BBOX1-AS1,21,35.0
RNA5SP122,21,35.0
MIR181A1,21,35.0
NUS1P1,21,35.0
NRXN1,21,35.0
PCARE,21,35.0
CLIC1,21,35.0
CNP,21,35.0
KCNS3,21,35.0
SLC16A5,21,35.0
MUC15,21,35.0
FAM135A-AS1,21,35.0
RPL21P44,21,35.0
LINC01592,21,35.0
CASP2,21,35.0
LINC02967,21,35.0
LINC02021,21,35.0
MGST3,21,35.0
CLIP4,21,35.0
DGKD,21,35.0
NKPD1,21,35.0
BCL10,21,35.0
ST6GAL1,21,35.0
CLUH,21,35.0
ACADM,21,35.0
UBE2L2,21,35.0
NOSTRIN,21,35.0
RNF19A,21,35.0
ZNF584,21,35.0
WTAP,21,35.0
SLC66A3,21,35.0
MUC6,21,35.0
CALCR,21,35.0
STYXL1,21,35.0
CD58,21,35.0
FBXO8,21,35.0
TPGS2,21,35.0
SYAP1,21,35.0
LPCAT4,21,35.0
ARHGEF3,21,35.0
GBE1,21,35.0
SLC5A1,21,35.0
CSRP2,21,35.0
LATS2-AS1,21,35.0
PNPLA8,21,35.0
ARL6IP6,21,35.0
MIR98,21,35.0
ACTR3,21,35.0
FAM200B,21,35.0
THRAP3,21,35.0
SH2D4A,21,35.0
EDEM1,21,35.0
GNPDA1,21,35.0
LAMA1,21,35.0
TRA2A,21,35.0
TLK2P1,21,35.0
ARF6,21,35.0
GPR65,21,35.0
TENM2,21,35.0
ARL2BPP1,21,35.0
RASL11A,21,35.0
STK16P1,21,35.0
SLC15A1,21,35.0
GSTO1,21,35.0
ENAHP1,21,35.0
GHITM,21,35.0
IER3,21,35.0
BAG1,21,35.0
MFSD1,21,35.0
RN7SL404P,21,35.0
DDIAS,21,35.0
CALCOCO1,21,35.0
NDUFS1,21,35.0
NAA20,21,35.0
HIBCH,21,35.0
CSNK2A1,21,35.0
ACAD9,21,35.0
CHN2,21,35.0
LINC00885,21,35.0
TCEAL9,21,35.0
LINC00261,21,35.0
BNIP2,21,35.0
RNU7-77P,21,35.0
NLN,21,35.0
UBE2D1,21,35.0
HNRNPC,18,30.0
SNX27,18,30.0
SPNS1,18,30.0
DNAJB6,18,30.0
RHEB,18,30.0
LINC02084,18,30.0
LINC02814,18,30.0
HAP1,18,30.0
CHMP4C,18,30.0
MIR6740,18,30.0
RPL39L,18,30.0
GALNT10,18,30.0
MIR548AT,18,30.0
CHURC1,18,30.0
PIP5K1A,18,30.0
ACP6,18,30.0
NRIP1,18,30.0
KRTAP5-AS1,18,30.0
FBXO7,18,30.0
ST8SIA3,18,30.0
DDX11L2,18,30.0
LINC01010,18,30.0
VSIG10,18,30.0
SETP16,18,30.0
TLR10,18,30.0
MFSD6,18,30.0
TXNIP,18,30.0
COQ2,18,30.0
ACSM5P1,18,30.0
VPS9D1-AS1,18,30.0
VDAC3,18,30.0
ZNF600,18,30.0
PACRG-AS1,18,30.0
STC1,18,30.0
BLOC1S5,18,30.0
ZNF197,18,30.0
WWC2-AS2,18,30.0
SLC10A6,18,30.0
CARS1-AS1,18,30.0
LINC00871,18,30.0
LINC00639,18,30.0
C11orf65,18,30.0
TRBJ1-6,18,30.0
RN7SKP12,18,30.0
OR7A5,18,30.0
B4GALT1-AS1,18,30.0
RBBP5,18,30.0
NGDN,18,30.0
NR4A3,18,30.0
ANXA3,18,30.0
POMT1,18,30.0
APH1A,18,30.0
GALE,18,30.0
GSTCD,18,30.0
MFSD10,18,30.0
FAM183BP,18,30.0
KIAA2013,18,30.0
SPATA22,18,30.0
FAM117B,18,30.0
H2AZ2,18,30.0
SMOC2,18,30.0
SESTD1,18,30.0
PRLHR,18,30.0
FAM13A,18,30.0
HRH4,18,30.0
TSPO2,18,30.0
TRAV21,18,30.0
PLP1,18,30.0
GZF1,18,30.0
IST1,18,30.0
OSTF1,18,30.0
BBS2,18,30.0
SNHG32,18,30.0
HS3ST3B1,18,30.0
FRMD8,18,30.0
BATF3,18,30.0
AKAP1,18,30.0
ZNF227,18,30.0
PTCHD3,18,30.0
GATA1,18,30.0
FBXO3,18,30.0
POLR3K,18,30.0
PFDN1,18,30.0
AMD1P1,18,30.0
CXCL2,18,30.0
TMEM82,18,30.0
EFNA1,18,30.0
RN7SL764P,18,30.0
SYVN1,18,30.0
SPART,18,30.0
RPS6KA2,18,30.0
PRKCZ,18,30.0
ELOVL7,18,30.0
FAM131B-AS2,18,30.0
AEBP2,18,30.0
YWHAZ,18,30.0
AVPR1B-DT,18,30.0
IFNG-AS1,18,30.0
F11R,18,30.0
FOXA3,18,30.0
CEACAM21,18,30.0
CT62,18,30.0
PPM1E,18,30.0
ZNF414,18,30.0
PRELID1P3,18,30.0
RPIA,18,30.0
FAM186B,18,30.0
LINC02669,18,30.0
LUZP4P1,18,30.0
DNAJC16,18,30.0
MCL1,18,30.0
BTF3,18,30.0
MAP3K8,18,30.0
SPATA2L,18,30.0
SNRPA1-DT,18,30.0
RRAGA,18,30.0
SULT4A1,18,30.0
RNU7-127P,18,30.0
OSBPL10-AS1,18,30.0
GNAI3,18,30.0
SCARNA10,18,30.0
ANKRD20A7P,18,30.0
BLCAP,18,30.0
GOLM2,18,30.0
PEX11A,18,30.0
HADHBP1,18,30.0
RNA5SP311,18,30.0
RNU6-245P,18,30.0
GUCY1B1,18,30.0
HSPBAP1,18,30.0
RNU6-925P,18,30.0
TBXAS1,18,30.0
RPL6P22,18,30.0
PRICKLE2-AS1,18,30.0
IGLV2-14,18,30.0
RN7SKP185,18,30.0
SLC25A47,18,30.0
PIK3IP1-DT,18,30.0
IL1RAP,18,30.0
UNG,18,30.0
MED30,18,30.0
HOTAIRM1,18,30.0
GPANK1,18,30.0
NADK2-AS1,18,30.0
NDUFB4P3,18,30.0
RPS3AP21,18,30.0
DYNLT3,18,30.0
ARHGAP12,18,30.0
CIPC,18,30.0
RPL13P8,18,30.0
CTNNA1-AS1,18,30.0
PIK3IP1,18,30.0
DOCK9,18,30.0
SAPCD1-AS1,18,30.0
MTF1,18,30.0
FTH1P5,18,30.0
TRPC7-AS1,18,30.0
LINC02641,18,30.0
EFNA5,18,30.0
ATP6AP2,18,30.0
ATP6V1G2,18,30.0
SNRPGP15,18,30.0
PDCD4-AS1,18,30.0
RAP2B,18,30.0
HEPFAL,18,30.0
HNRNPA1L3,18,30.0
MIR5689HG,18,30.0
MTND6P25,18,30.0
PPIAP91,18,30.0
SNRPEP3,18,30.0
ZNF341-AS1,18,30.0
SPDYE2B,18,30.0
LINC03032,18,30.0
RN7SL735P,18,30.0
C15orf40,18,30.0
DCT,18,30.0
RNVU1-33,18,30.0
FOSL2,18,30.0
EEF1A1P14,18,30.0
RPS4XP14,18,30.0
CDC20P1,18,30.0
ZNF501,18,30.0
MYADM,18,30.0
MRM3,18,30.0
TBX6,18,30.0
COL6A5,18,30.0
ZBTB7C,18,30.0
SEMA3F,18,30.0
ADAMTS19-AS1,18,30.0
ACSS2,18,30.0
YPEL5,18,30.0
CYB5R1,18,30.0
RSL24D1,18,30.0
RNU6-638P,18,30.0
SUMO2P1,18,30.0
ACBD4,18,30.0
DDX3X,18,30.0
NLRC4,18,30.0
SLPI,18,30.0
PRDX2P1,18,30.0
SFR1,18,30.0
ABCG5,18,30.0
ICMT-DT,18,30.0
HEXA,18,30.0
LINC02350,18,30.0
CASP1,18,30.0
MKNK1,18,30.0
HAUS7,18,30.0
NOG,18,30.0
AAMDC,18,30.0
LINC01209,18,30.0
ZNF669,18,30.0
SCARNA8,18,30.0
CSPG4P11,15,25.0
SARS1,15,25.0
ERH,15,25.0
SMIM6,15,25.0
EAF1,15,25.0
FAM204CP,15,25.0
LINC02328,15,25.0
ACKR2,15,25.0
TRAPPC3,15,25.0
CAP2P1,15,25.0
NOB1,15,25.0
TOM1,15,25.0
TLX2,15,25.0
HCAR2,15,25.0
ZNF888,15,25.0
TSPAN8,15,25.0
C12orf54,15,25.0
LINC00865,15,25.0
KRT18P57,15,25.0
CD109-AS1,15,25.0
LAMA5-AS1,15,25.0
ZBTB14,15,25.0
DNAJC8P3,15,25.0
CYSRT1,15,25.0
FZD6,15,25.0
LINC02387,15,25.0
DUSP22,15,25.0
NALF1,15,25.0
LY6G5C,15,25.0
EEF1AKMT3,15,25.0
MPO,15,25.0
LINC01526,15,25.0
DMD,15,25.0
SRMP2,15,25.0
GPR139,15,25.0
TIGD2,15,25.0
MRO,15,25.0
TBCAP1,15,25.0
RAI2,15,25.0
C3orf20,15,25.0
CNN2P1,15,25.0
SYF2,15,25.0
GTF2IRD1,15,25.0
TARDBP,15,25.0
ARHGAP5-AS1,15,25.0
RNU6-190P,15,25.0
LINC02976,15,25.0
S100A14,15,25.0
CFL1P2,15,25.0
C5AR1,15,25.0
EPB41L4A-AS1,15,25.0
ELOVL2-AS1,15,25.0
LMF2,15,25.0
IQSEC3P1,15,25.0
OR2D3,15,25.0
CNNM1,15,25.0
EIF1AX,15,25.0
TRAJ38,15,25.0
RNU6-411P,15,25.0
VN1R67P,15,25.0
GJD3,15,25.0
NDRG3,15,25.0
APOO,15,25.0
TATDN1,15,25.0
SCGB1A1,15,25.0
RNFT1P3,15,25.0
LINC01415,15,25.0
DENND2D,15,25.0
RN7SL55P,15,25.0
ZNF280B,15,25.0
NOA1,15,25.0
CTNS,15,25.0
RPS15AP34,15,25.0
FSTL4,15,25.0
TMEM150C,15,25.0
PSAT1P4,15,25.0
RPS3AP41,15,25.0
ADIPOR2,15,25.0
RN7SL674P,15,25.0
KLHL30,15,25.0
RPL12P21,15,25.0
UBL4A,15,25.0
SNX5P2,15,25.0
MTTP,15,25.0
KIF22,15,25.0
SP4,15,25.0
MIR4675,15,25.0
HSH2D,15,25.0
RN7SL487P,15,25.0
MICU2,15,25.0
RBM7,15,25.0
LINC01992,15,25.0
SLC4A4,15,25.0
DHX33-DT,15,25.0
DDX50,15,25.0
SRI,15,25.0
