feature,frequency,percentage
XPR1,33,55.00000000000001
ANXA4,33,55.00000000000001
FSIP1,33,55.00000000000001
RN7SL608P,33,55.00000000000001
POLR3K,33,55.00000000000001
TRAJ40,33,55.00000000000001
OCLNP1,33,55.00000000000001
IPMK,33,55.00000000000001
EPHB3,33,55.00000000000001
RTP4,33,55.00000000000001
RAB40B,33,55.00000000000001
HTR3A,33,55.00000000000001
CNIH4,33,55.00000000000001
KRT86,33,55.00000000000001
MCC,33,55.00000000000001
CSRP2P2,33,55.00000000000001
CSRP2,33,55.00000000000001
SFN,33,55.00000000000001
POLG-DT,33,55.00000000000001
TYMSOS,33,55.00000000000001
CD19,33,55.00000000000001
PNPLA2,33,55.00000000000001
BNIP3P16,33,55.00000000000001
ATAT1,33,55.00000000000001
NALF2,33,55.00000000000001
MAPK6P3,33,55.00000000000001
CCNG2,33,55.00000000000001
PIK3IP1,33,55.00000000000001
SQOR,33,55.00000000000001
CDKN1A,33,55.00000000000001
ADRB3,33,55.00000000000001
HSPD1P3,33,55.00000000000001
SLC5A12,33,55.00000000000001
SDC4,33,55.00000000000001
SMYD2,30,50.0
LPCAT4,30,50.0
TPGS1,30,50.0
TAF9BP1,30,50.0
GSAP,30,50.0
LINC01231,30,50.0
DAOA,30,50.0
LINC01444,30,50.0
SLN,30,50.0
PPM1L,30,50.0
GLUD1,30,50.0
SMAGP,30,50.0
RPS29P31,30,50.0
KLK13,30,50.0
HSPD1P8,30,50.0
SPSB1,30,50.0
FAM131B-AS2,30,50.0
RNA5SP209,30,50.0
UBE2B,30,50.0
IL1RL2,30,50.0
MIR548N,30,50.0
SNX19,30,50.0
PTCHD3P2,30,50.0
DUXAP7,30,50.0
SLC6A3,30,50.0
TRPC7,30,50.0
ATP6V1C2,30,50.0
RHEB,30,50.0
FEV,30,50.0
CLDN1,30,50.0
SDK2,30,50.0
ERLEC1,30,50.0
LINC00871,30,50.0
CSRP3-AS1,30,50.0
CNPY1,30,50.0
ZMYM3,30,50.0
RASD2,30,50.0
NANOGP5,30,50.0
RAB11FIP1,30,50.0
DERA,30,50.0
VPS41,30,50.0
C3orf52,30,50.0
CD207,30,50.0
SLC15A1,30,50.0
CTDNEP1P1,30,50.0
RDXP3,30,50.0
KIF23,30,50.0
TRAK1,30,50.0
GPR55,30,50.0
PEX11A,30,50.0
WEE1,30,50.0
MIR1276,30,50.0
DAGLB,30,50.0
NLRP9P1,30,50.0
STARD8,30,50.0
FAM83C,30,50.0
SRMS,30,50.0
TMEM225B,30,50.0
SMARCAD1-DT,30,50.0
CTSV,30,50.0
NUDT1,30,50.0
LDHBP1,30,50.0
OR5D3P,30,50.0
RNVU1-30,30,50.0
ZNF689,30,50.0
MLIP,30,50.0
RNF186,30,50.0
RARRES2P2,30,50.0
PIK3C2B,30,50.0
RNU6-662P,30,50.0
C4BPA,30,50.0
RNU6-315P,30,50.0
STK26,30,50.0
GOLGA6L5P,30,50.0
NR4A3,30,50.0
C15orf62,27,45.0
MIR6129,27,45.0
HPCAL4,27,45.0
MCPH1-DT,27,45.0
PPP1R15A,27,45.0
FAM183BP,27,45.0
CGA,27,45.0
MPO,27,45.0
TMPRSS11E,27,45.0
RPL39L,27,45.0
VCAN-AS1,27,45.0
LVRN,27,45.0
LINC00570,27,45.0
MT-TL2,27,45.0
PLA2G4D,27,45.0
RPSAP18,27,45.0
ZNF280B,27,45.0
PF4V1,27,45.0
MIR4439,27,45.0
LINC00411,27,45.0
CCL1,27,45.0
FAM241A,27,45.0
AGPAT2,27,45.0
LINC01289,27,45.0
CYSLTR2,27,45.0
BST1,27,45.0
CARS1P2,27,45.0
SLC31A2,27,45.0
TMEM92,27,45.0
LAMA1,27,45.0
NNMT,27,45.0
PROCA1,27,45.0
RPSAP71,27,45.0
HMGB2,27,45.0
MORC4,27,45.0
AKAP6,27,45.0
LAPTM4B,27,45.0
ANKRD20A7P,27,45.0
RNU2-52P,27,45.0
PEF1-AS1,27,45.0
SERPINE4P,27,45.0
RNU6-226P,27,45.0
RNU6-66P,27,45.0
TSPYL2,27,45.0
GJD3,27,45.0
LINC02716,27,45.0
TRAV37,27,45.0
CFL1P8,27,45.0
JPT2,27,45.0
LANCL3,27,45.0
RPS26P24,27,45.0
HNRNPCL1,27,45.0
RNU7-77P,27,45.0
SPDEF,27,45.0
LINC02955,27,45.0
BFAR,27,45.0
C4orf46P2,27,45.0
USP9X,27,45.0
CRIP3,27,45.0
DCD,27,45.0
SEMA3G,27,45.0
THSD4-AS1,27,45.0
SERINC5,27,45.0
FLNC-AS1,27,45.0
FXNP2,27,45.0
RNU6-1095P,27,45.0
LY6G6C,27,45.0
MAFF,27,45.0
BMP2,27,45.0
MIR4450,27,45.0
PRELID1P3,27,45.0
H4C3,27,45.0
NPIPA9,27,45.0
LRP4-AS1,27,45.0
NPIPB10P,27,45.0
IGHV3-15,27,45.0
BSN-DT,27,45.0
ARID5B,27,45.0
TERC,27,45.0
MTTP,27,45.0
ATL3,27,45.0
FBXL3,27,45.0
RNA5SP353,27,45.0
LINC02970,27,45.0
TERF1P4,27,45.0
RNA5SP277,27,45.0
DELEC1,27,45.0
KRT8P1,27,45.0
CST1,27,45.0
RN7SL213P,27,45.0
GATA2-AS1,27,45.0
TBCAP1,27,45.0
PHLDA3,27,45.0
PGM5-AS1,27,45.0
PPP1R21,24,40.0
SLITRK5,24,40.0
LINC02073,24,40.0
MIR6070,24,40.0
LINC02594,24,40.0
ADIPOR2,24,40.0
SIGLEC20P,24,40.0
MIR4297,24,40.0
CAST,24,40.0
MPHOSPH9,24,40.0
ELF3,24,40.0
MMAB,24,40.0
PRB3,24,40.0
ZNF414,24,40.0
MEAF6,24,40.0
LINC01411,24,40.0
KDM4A-AS1,24,40.0
PPP1R13B,24,40.0
KRT18P50,24,40.0
CDR2,24,40.0
TLDC2,24,40.0
NPM1P39,24,40.0
RNU6ATAC18P,24,40.0
CD47,24,40.0
LSP1P2,24,40.0
LINC02711,24,40.0
TMEM269,24,40.0
SERPINB8,24,40.0
HSPD1P7,24,40.0
MIR6508,24,40.0
ATP11AUN,24,40.0
MIR4478,24,40.0
IGHV1-17,24,40.0
IGLCOR22-1,24,40.0
BTG1-DT,24,40.0
TRAF3IP2,24,40.0
FTH1P3,24,40.0
LINC01587,24,40.0
LINC01509,24,40.0
HNRNPCP4,24,40.0
ISL1,24,40.0
ATP5PBP7,24,40.0
IL5,24,40.0
AMD1P1,24,40.0
RNU6-231P,24,40.0
LRRC3,24,40.0
TUBB8,24,40.0
CDA,24,40.0
NAA20,24,40.0
TMEM177,24,40.0
SALRNA3,24,40.0
SUFU,24,40.0
CD1C,24,40.0
RASSF4,24,40.0
KRT19P1,24,40.0
LINC01777,24,40.0
EVA1CP5,24,40.0
LINC01524,24,40.0
RNU6-130P,24,40.0
C12orf60,24,40.0
MIR4304,24,40.0
ARF1P3,24,40.0
SNORD53B,24,40.0
ECHDC1,24,40.0
RPSAP10,24,40.0
ZBP1,24,40.0
CNNM1,24,40.0
RNU6-15P,24,40.0
ZCCHC18,24,40.0
RELCH,24,40.0
RNU6-407P,24,40.0
SWAP70,24,40.0
HSPH1,24,40.0
COX6B1P3,24,40.0
RPS3AP46,24,40.0
CLDN24,24,40.0
CYP26C1-DT,24,40.0
COX6A2,24,40.0
NUPR1,24,40.0
CTNND2,24,40.0
LINC02043,24,40.0
MS4A14,24,40.0
EFHB,24,40.0
AMOTL1,24,40.0
LINC01320,24,40.0
INPPL1,24,40.0
SLC49A4,24,40.0
ACP6,24,40.0
LINC02058,24,40.0
TTLL11,24,40.0
PGGT1BP1,24,40.0
ARL8B,24,40.0
IGKV1OR9-1,24,40.0
KCNG2,24,40.0
RN7SKP271,24,40.0
MSX1,24,40.0
TRDMT1,24,40.0
GAST,24,40.0
MRPS18A,24,40.0
PLA2G10,24,40.0
S100A14,24,40.0
PGAM1P4,24,40.0
FER1L6,24,40.0
GPR15LG,24,40.0
EIF4A2,24,40.0
RAI2,24,40.0
RN7SL586P,24,40.0
KRT18P57,24,40.0
MIR921,24,40.0
YWHAZP10,24,40.0
LSMEM1,24,40.0
RPL23AP8,24,40.0
DHCR24,24,40.0
TRAV21,24,40.0
SLC30A3,24,40.0
GPR101,24,40.0
STAT4-AS1,24,40.0
KCTD14,24,40.0
GLYATL1P4,24,40.0
FAM91A1,24,40.0
C1QTNF2,24,40.0
BCDIN3D,24,40.0
PIGFP2,24,40.0
RIN2,24,40.0
RNA5SP340,24,40.0
NTRK1,24,40.0
RNU6-1150P,24,40.0
RNU6-857P,24,40.0
PIKFYVE,24,40.0
EAF2,24,40.0
LRRC52-AS1,24,40.0
UCP1,24,40.0
TRIM49,24,40.0
FAM13A,24,40.0
MTCYBP3,24,40.0
XPOTP1,24,40.0
TENT5B,24,40.0
CP,21,35.0
TOM1,21,35.0
VSTM1,21,35.0
SLC6A12,21,35.0
SLC25A51P3,21,35.0
NEBL,21,35.0
PRR23E,21,35.0
GAPDHS,21,35.0
SNORA71B,21,35.0
NACAP8,21,35.0
DYNLT3,21,35.0
RASEF,21,35.0
MTND3P6,21,35.0
LPIN3,21,35.0
TBC1D3K,21,35.0
RBM7P1,21,35.0
ANKEF1,21,35.0
ZDHHC20-IT1,21,35.0
B3GNT7,21,35.0
CEP350,21,35.0
CD109-AS1,21,35.0
RN7SKP20,21,35.0
REXO6P,21,35.0
ACTG1,21,35.0
DNPEP-AS1,21,35.0
MIR6806,21,35.0
PRXL2CP1,21,35.0
IKZF2,21,35.0
UBBP1,21,35.0
CCDC166,21,35.0
BTNL2,21,35.0
UNC79,21,35.0
NEB,21,35.0
ATP11B-DT,21,35.0
DDX19B,21,35.0
S100P,21,35.0
SMG6-IT1,21,35.0
HMGB3P13,21,35.0
KIF26B-AS1,21,35.0
CDK7P1,21,35.0
C12orf71,21,35.0
BTBD18,21,35.0
MEIG1,21,35.0
MTCO3P20,21,35.0
NOA1,21,35.0
PTMA,21,35.0
SIPA1L2,21,35.0
CRYBG2,21,35.0
STC2,21,35.0
RBBP4P1,21,35.0
LRG1,21,35.0
SDC1,21,35.0
LINC01182,21,35.0
ATP10A,21,35.0
MRPS31P4,21,35.0
TMEM41A,21,35.0
LINC01511,21,35.0
MYL12B,21,35.0
NLRP5,21,35.0
MIR4270,21,35.0
SYVN1,21,35.0
PIK3R3,21,35.0
NEDD8,21,35.0
HNF1B,21,35.0
RNU6-972P,21,35.0
SSH3,21,35.0
MLPH,21,35.0
ST20-AS1,21,35.0
CISD1,21,35.0
ATP1B1P1,21,35.0
LINC00297,21,35.0
LINC02229,21,35.0
H4C8,21,35.0
LINC01595,21,35.0
KCNS3,21,35.0
FAM83A-AS1,21,35.0
LYL1,21,35.0
FUT2,21,35.0
RPL7P52,21,35.0
MOCS1P1,21,35.0
TTC21B,21,35.0
ERLIN2,21,35.0
TRAJ61,21,35.0
GSTZ1,21,35.0
LINC01683,21,35.0
PRR15-DT,21,35.0
SEC11B,21,35.0
LGMN,21,35.0
RN7SL735P,21,35.0
NEK1,21,35.0
HSPA12A,21,35.0
MIX23P3,21,35.0
LINC02079,21,35.0
SHISA4,21,35.0
LCMT1-AS2,21,35.0
KLHL7-DT,21,35.0
USP46-DT,21,35.0
SYBU-AS1,21,35.0
ZC3H11B,21,35.0
CAMK2D,21,35.0
S100A13,21,35.0
RPL19P13,21,35.0
LINC01520,21,35.0
LINC02271,21,35.0
RPS6KL1,21,35.0
NDUFA5P11,21,35.0
EIF3KP1,21,35.0
RN7SL786P,21,35.0
DISC1,21,35.0
NT5C3AP2,21,35.0
MAGED1,21,35.0
PLK4,21,35.0
XCL2,21,35.0
ASB9P1,21,35.0
NCOA7,21,35.0
OGFR,21,35.0
LURAP1L,21,35.0
RPLP1P13,21,35.0
TRIM63,21,35.0
NOC2LP2,21,35.0
BACH1-IT1,21,35.0
RPS17P5,21,35.0
GNG13,21,35.0
ATP6V0E1P3,21,35.0
MAPK6,21,35.0
RNU6-586P,21,35.0
AGPAT5,21,35.0
DLGAP2-AS1,21,35.0
SLC12A7,21,35.0
LINC02686,21,35.0
TMEM150C,21,35.0
ZNF232-AS1,21,35.0
ANKRD10,21,35.0
CARS1-AS1,21,35.0
PPIAP15,21,35.0
CASP1,21,35.0
HLTF-AS1,21,35.0
RNU6-838P,21,35.0
FRAS1,21,35.0
RN7SL96P,21,35.0
EEF1A1P7,21,35.0
RNU6-245P,21,35.0
RNFT1-DT,21,35.0
ASB12,21,35.0
R3HDM4,21,35.0
RPL35AP3,21,35.0
LINC01111,21,35.0
OVGP1,21,35.0
SP110,21,35.0
SGK1,21,35.0
SNORD70B,21,35.0
RPL21P123,21,35.0
CD247,21,35.0
CORO7,21,35.0
STUM,18,30.0
PTPN4,18,30.0
RNU6-1250P,18,30.0
SNORA3B,18,30.0
SNAPC3,18,30.0
TUBB1,18,30.0
CCDC15,18,30.0
RBM20,18,30.0
ZDHHC11,18,30.0
GNA15,18,30.0
SLC5A1,18,30.0
CCND3P1,18,30.0
SNORA74B,18,30.0
SYT15,18,30.0
ASTL,18,30.0
IFITM8P,18,30.0
AKR1B1P2,18,30.0
CYP2D7,18,30.0
LINC02042,18,30.0
DUSP22,18,30.0
RN7SL105P,18,30.0
INAVA,18,30.0
SEMA6A-AS2,18,30.0
HAL,18,30.0
RN7SL110P,18,30.0
H1-10-AS1,18,30.0
C16orf86,18,30.0
PCAT14,18,30.0
DNAJB6P4,18,30.0
EIF4BP4,18,30.0
GJB6,18,30.0
ALDOB,18,30.0
PEA15,18,30.0
FDPSP2,18,30.0
BEAN1-AS1,18,30.0
RSL1D1-DT,18,30.0
TCIM,18,30.0
FBXO8,18,30.0
RNU1-42P,18,30.0
HRH1,18,30.0
PLS3,18,30.0
LAMB3,18,30.0
SEC14L5,18,30.0
MPRIPP1,18,30.0
SNORA11F,18,30.0
HSPB1P2,18,30.0
CALM2P3,18,30.0
LCE4A,18,30.0
CCK,18,30.0
MFAP5,18,30.0
RFLNB,18,30.0
TMEM144,18,30.0
RNU7-119P,18,30.0
DNM3,18,30.0
RPSAP5,18,30.0
STUB1,18,30.0
RAB33B,18,30.0
NPC2,18,30.0
TUBAP14,18,30.0
CIRBP-AS1,18,30.0
COP1P1,18,30.0
CCNB3P1,18,30.0
ARPC3,18,30.0
KRT8P46,18,30.0
RN7SL370P,18,30.0
