feature,frequency,percentage
MAT2B,57,95.0
SEPTIN10,57,95.0
TLCD5,57,95.0
SPICE1,57,95.0
DEGS1,57,95.0
CDKN1A,54,90.0
LINC00304,54,90.0
SLC41A2,54,90.0
ZNF691-DT,54,90.0
MCU,54,90.0
LITAF,54,90.0
PHAF1,54,90.0
DUSP2,54,90.0
PERP,54,90.0
ECHDC1,54,90.0
LDHA,54,90.0
DSC2,54,90.0
SERINC5,54,90.0
SPRING1,54,90.0
RPL22P23,54,90.0
RDH13,54,90.0
HNRNPA1P27,54,90.0
CHMP5,54,90.0
STXBP3,54,90.0
USP1,54,90.0
WWC1,54,90.0
EIF2S3,54,90.0
ARPC1B,54,90.0
SOD2,54,90.0
SMPDL3A,54,90.0
HPSE,54,90.0
PHYH,54,90.0
LINC01511,54,90.0
CCNB2P1,54,90.0
CTTN,54,90.0
GLMP,54,90.0
FOS,54,90.0
P4HA1,54,90.0
ADAMTS18,54,90.0
FRMD4A,54,90.0
ANXA4,54,90.0
VPS41,54,90.0
PSEN1,54,90.0
PHYHIPL,54,90.0
LINC02289,54,90.0
CD47,54,90.0
ZNF418,54,90.0
TUBA1A,54,90.0
SLC39A1,54,90.0
MSRB1,54,90.0
DUSP19,54,90.0
CAPZA2,54,90.0
NCLP1,54,90.0
LSMEM1,54,90.0
PTPRR,54,90.0
NUP37,54,90.0
NDRG1,54,90.0
DBX2,54,90.0
ANXA2,54,90.0
RIN2,54,90.0
DUSP5P1,54,90.0
ARID5B,54,90.0
PLA2G15,54,90.0
KBTBD4,54,90.0
CAMKV,51,85.0
INSR,51,85.0
WWC2-AS2,51,85.0
PPBP,51,85.0
TNFSF12,51,85.0
RN7SL16P,51,85.0
RIMKLB,51,85.0
DYNLRB1,51,85.0
MTND3P6,51,85.0
GALNT11,51,85.0
PTPN11P1,51,85.0
LRRC57,51,85.0
VSTM1,51,85.0
CNIH4,51,85.0
ARHGAP26,51,85.0
CASP4,51,85.0
CXCL14,51,85.0
HSD17B11,51,85.0
GCNT3,51,85.0
NUPR2,51,85.0
ZBTB48,51,85.0
MIR765,51,85.0
RBP4,51,85.0
MTCP1,51,85.0
SMU1P1,51,85.0
HSPE1P8,51,85.0
OR2M3,51,85.0
P2RX4,51,85.0
PRMT2,51,85.0
MFSD4A,51,85.0
RACGAP1,51,85.0
CXCL16,51,85.0
TRIM47,51,85.0
ZNF622,51,85.0
SCAT8,51,85.0
KNSTRN,51,85.0
COX7A2P1,51,85.0
MTND4P16,51,85.0
HOXA7,51,85.0
ZNF670,51,85.0
RPS6KA5,51,85.0
TBL1XR1,51,85.0
WDR1,51,85.0
DDX52,51,85.0
SDC4,51,85.0
CDH1,51,85.0
MAP3K4-AS1,51,85.0
SLC24A5,51,85.0
MRPL45,51,85.0
PPP1R15A,51,85.0
RPSAP56,51,85.0
KCNG1,51,85.0
CCDC28A,51,85.0
ATP6V0E1,51,85.0
ATP6V1A,51,85.0
RNU6-935P,48,80.0
SKIL,48,80.0
RNU6-130P,48,80.0
CYP2C18,48,80.0
THBD,48,80.0
PGM2,48,80.0
GADD45B,48,80.0
CEPT1,48,80.0
PFKP,48,80.0
SET,48,80.0
SPATA20,48,80.0
TMUB2,48,80.0
SPDYE18,48,80.0
YWHAZP10,48,80.0
SMYD2,48,80.0
CADM1,48,80.0
TMCO3,48,80.0
MAFF,48,80.0
NRBF2,48,80.0
CAST,48,80.0
SAP30L-AS1,48,80.0
MBOAT1,48,80.0
EZR,48,80.0
ARNT,48,80.0
BCL2L10,48,80.0
CCN1,48,80.0
ARID5A,48,80.0
ZNF544,48,80.0
NBR2,48,80.0
RAB11FIP1,48,80.0
CYP1A1,48,80.0
KRT7,48,80.0
LRRC31,48,80.0
ADAM22,48,80.0
KCNK13,48,80.0
CSRP3-AS1,48,80.0
ASB16-AS1,48,80.0
RN7SKP4,48,80.0
ZNF549,48,80.0
ERRFI1,48,80.0
GATA2-AS1,48,80.0
RAD51,48,80.0
UBE2B,48,80.0
NMI,48,80.0
LINC00891,48,80.0
GLOD4,48,80.0
SLC7A2,48,80.0
LINC00882,48,80.0
SPECC1L-ADORA2A,48,80.0
MTCO1P35,48,80.0
LINC00581,48,80.0
