feature,frequency,percentage
THEM5,102,85.0
FCHO1,102,85.0
FAM83G,102,85.0
TMC3,102,85.0
HCRTR2,102,85.0
DOCK9,102,85.0
PNKD,102,85.0
SNORD101,102,85.0
RNU6-484P,102,85.0
FLOT2,102,85.0
WLS,102,85.0
MIR4511,102,85.0
LINC01166,102,85.0
LINC00885,102,85.0
ZNF723,102,85.0
DNM1P41,102,85.0
DUSP2,102,85.0
KCNG1,102,85.0
MIR5195,102,85.0
TENM2,102,85.0
CHP1,102,85.0
PPM1M,102,85.0
ENAHP1,102,85.0
AADAT,102,85.0
NCLP1,102,85.0
PRAP1,102,85.0
HEPFAL,102,85.0
MIR623,102,85.0
VWA5A,102,85.0
LINC02137,102,85.0
TC2N,102,85.0
CLPSL1,102,85.0
CSTB,102,85.0
B4GALT1-AS1,102,85.0
TMBIM1,96,80.0
EMX1,96,80.0
TMEM237,96,80.0
MIR6877,96,80.0
YPEL3-DT,96,80.0
ABHD3,96,80.0
THBD,96,80.0
MGST1,96,80.0
FDCSP,96,80.0
RACGAP1,96,80.0
EIF2B5-DT,96,80.0
MEGF6,96,80.0
GIMAP3P,96,80.0
CDH12P3,96,80.0
CTNNA1,96,80.0
SPICE1,96,80.0
LINC00891,96,80.0
PLPPR5,96,80.0
NGB,96,80.0
ZNF252P-AS1,96,80.0
SERPINB1,96,80.0
ARL6IP1,96,80.0
FN3KRP,96,80.0
TYMP,96,80.0
ZNF670,96,80.0
GADD45B,96,80.0
MAOA,96,80.0
SUMO2P1,96,80.0
PRSS38,96,80.0
ARL3,96,80.0
HNRNPA1P41,96,80.0
CDK5P1,96,80.0
ANXA1,96,80.0
RPL21P107,96,80.0
STK19,96,80.0
SLC17A4,96,80.0
RPS17P2,96,80.0
TRAV13-2,96,80.0
ATP6V1A,96,80.0
RN7SL182P,96,80.0
MTCP1,96,80.0
NMI,96,80.0
CD200,96,80.0
CT69,96,80.0
IFNA8,96,80.0
KRT18P19,96,80.0
TTC4,96,80.0
RGS12,96,80.0
LINC01010,96,80.0
ZNF385C,96,80.0
LMLN-AS1,96,80.0
RPS27P14,96,80.0
HENMT1,96,80.0
