feature,frequency,percentage
APOL1,90,90.0
TMEM45B,90,90.0
LRP2,90,90.0
RPS6KA5,90,90.0
GLRXP2,90,90.0
EZR,90,90.0
SOD2,90,90.0
ARHGAP26,90,90.0
C16orf46-DT,90,90.0
MTND4P22,90,90.0
PSEN1,90,90.0
MAP1LC3B,90,90.0
PELO-AS1,90,90.0
CEACAM21,90,90.0
RNA5SP442,85,85.0
CASP4,85,85.0
MIR342,85,85.0
DSC2,85,85.0
ENPP7P11,85,85.0
ALG13,85,85.0
SHANK3,85,85.0
SLC44A1,85,85.0
MFSD4A,85,85.0
DBR1,85,85.0
CHMP5,85,85.0
BCL2L10,85,85.0
SLC24A5,85,85.0
AQP12A,85,85.0
MTND4P16,85,85.0
ZNF284,85,85.0
LINC02888,85,85.0
SESTD1,85,85.0
PPP1R1B,85,85.0
MTND5P16,85,85.0
CAPZA3,85,85.0
THEM5,85,85.0
FCHO1,85,85.0
FAM83G,85,85.0
TMC3,85,85.0
HCRTR2,85,85.0
DOCK9,85,85.0
PNKD,85,85.0
SNORD101,85,85.0
RNU6-484P,85,85.0
FLOT2,85,85.0
WLS,85,85.0
MIR4511,85,85.0
LINC01166,85,85.0
LINC00885,85,85.0
ZNF723,85,85.0
DNM1P41,85,85.0
DUSP2,85,85.0
KCNG1,85,85.0
MIR5195,85,85.0
TENM2,85,85.0
CHP1,85,85.0
PPM1M,85,85.0
ENAHP1,85,85.0
AADAT,85,85.0
NCLP1,85,85.0
PRAP1,85,85.0
HEPFAL,85,85.0
MIR623,85,85.0
VWA5A,85,85.0
LINC02137,85,85.0
TC2N,85,85.0
CLPSL1,85,85.0
CSTB,85,85.0
B4GALT1-AS1,85,85.0
TMBIM1,80,80.0
EMX1,80,80.0
TMEM237,80,80.0
MIR6877,80,80.0
YPEL3-DT,80,80.0
ABHD3,80,80.0
THBD,80,80.0
MGST1,80,80.0
FDCSP,80,80.0
RACGAP1,80,80.0
EIF2B5-DT,80,80.0
MEGF6,80,80.0
GIMAP3P,80,80.0
CDH12P3,80,80.0
CTNNA1,80,80.0
SPICE1,80,80.0
LINC00891,80,80.0
PLPPR5,80,80.0
NGB,80,80.0
ZNF252P-AS1,80,80.0
SERPINB1,80,80.0
ARL6IP1,80,80.0
FN3KRP,80,80.0
TYMP,80,80.0
ZNF670,80,80.0
GADD45B,80,80.0
MAOA,80,80.0
SUMO2P1,80,80.0
PRSS38,80,80.0
ARL3,80,80.0
HNRNPA1P41,80,80.0
CDK5P1,80,80.0
ANXA1,80,80.0
RPL21P107,80,80.0
STK19,80,80.0
SLC17A4,80,80.0
RPS17P2,80,80.0
TRAV13-2,80,80.0
ATP6V1A,80,80.0
RN7SL182P,80,80.0
MTCP1,80,80.0
NMI,80,80.0
CD200,80,80.0
CT69,80,80.0
IFNA8,80,80.0
KRT18P19,80,80.0
TTC4,80,80.0
RGS12,80,80.0
LINC01010,80,80.0
ZNF385C,80,80.0
LMLN-AS1,80,80.0
RPS27P14,80,80.0
HENMT1,80,80.0
CADM1,75,75.0
NCCRP1,75,75.0
SNORD115,75,75.0
RNU6-876P,75,75.0
NCMAP-DT,75,75.0
ANG,75,75.0
PPIAP73,75,75.0
DDX52,75,75.0
LINC00581,75,75.0
NRIP1,75,75.0
DDC-AS1,75,75.0
OR52I2,75,75.0
RDH13,75,75.0
L3MBTL4,75,75.0
AGAP1,75,75.0
RPL31P12,75,75.0
TUBA1A,75,75.0
MAP3K4-AS1,75,75.0
SMIM41,75,75.0
MTNR1A,75,75.0
SNAI1P1,75,75.0
TMEM170B,75,75.0
LIMK2,75,75.0
DBX2,75,75.0
FOXD1,75,75.0
PERP,75,75.0
OR10V3P,75,75.0
PLSCR1,75,75.0
SPATS2,75,75.0
TBL1XR1,75,75.0
TWF2,75,75.0
RPL22P23,75,75.0
MGST2,75,75.0
RPL39P26,75,75.0
LAMA5-AS1,75,75.0
TLK2P1,75,75.0
C12orf76,75,75.0
MSRB1,75,75.0
LINC01568,75,75.0
SEPHS1P2,75,75.0
RNU6-1205P,75,75.0
SETP2,75,75.0
RNU6-1209P,75,75.0
TMUB2,75,75.0
LINC02514,75,75.0
RNY1P4,75,75.0
MOBP,75,75.0
BBOX1-AS1,75,75.0
NDUFC2-KCTD14,75,75.0
ACTR3P2,75,75.0
MACIR,75,75.0
CDH19,75,75.0
DCT,75,75.0
LINC00534,75,75.0
SLC7A5,75,75.0
MCM5,75,75.0
GPR6,75,75.0
CCDC28A,75,75.0
BATF3,75,75.0
PHAF1,75,75.0
SKAP1,75,75.0
ARL2BPP1,75,75.0
NDRG1,70,70.0
WASF3-AS1,70,70.0
FTH1P11,70,70.0
KRT18P6,70,70.0
NAMPT,70,70.0
EEF1A1P31,70,70.0
SENP8,70,70.0
PABPC1L,70,70.0
KRT7,70,70.0
LRP4,70,70.0
ID3,70,70.0
RPL12P21,70,70.0
RUFY1-AS1,70,70.0
QKILA,70,70.0
RAB11A,70,70.0
EIF4E3,70,70.0
CYB5B,70,70.0
CHN2,70,70.0
RPL36P7,70,70.0
SHROOM3,70,70.0
LINC01475,70,70.0
LINC01315,70,70.0
GNAI1,70,70.0
CLDN4,70,70.0
ZNF165,70,70.0
FAM124B,70,70.0
OSER1,70,70.0
MIR16-1,70,70.0
RNU6-616P,70,70.0
SPDYE18,70,70.0
RNA5SP447,70,70.0
POLD2P1,70,70.0
MVB12B,70,70.0
KRT8P6,70,70.0
NPIPA8,70,70.0
TLCD5,70,70.0
CLIP4,70,70.0
NMT1,70,70.0
RNU4-62P,70,70.0
RSL24D1P6,70,70.0
GXYLT1P2,70,70.0
FAM210A,70,70.0
AGXT2,70,70.0
TTC8,70,70.0
DDIAS,70,70.0
CTRB1,70,70.0
PSMC1P13,70,70.0
GRAPLDR,70,70.0
CDH22,70,70.0
PRMT2,70,70.0
REXO5,70,70.0
LINC03072,70,70.0
MAT2B,70,70.0
RN7SL531P,70,70.0
LINC02672,70,70.0
ADCYAP1R1,70,70.0
ZNF737,65,65.0
CPA6,65,65.0
LRATD2,65,65.0
LINC01964,65,65.0
TSPO,65,65.0
RPS3P2,65,65.0
GCLM,65,65.0
UNC5A,65,65.0
ERRFI1,65,65.0
HGH1,65,65.0
SPATA22,65,65.0
NCMAP,65,65.0
GSTO1,65,65.0
CAPZA2,65,65.0
CD9,65,65.0
PRAMEF12,65,65.0
ZBTB12BP,65,65.0
RPSAP56,65,65.0
S100A1,65,65.0
H2AC21,65,65.0
MCU,65,65.0
HNRNPH1P1,65,65.0
TMEM121,65,65.0
MFSD6,65,65.0
ZNF691-DT,65,65.0
LINC01761,65,65.0
FOXP1,65,65.0
GRAMD1C,65,65.0
CFAP70,65,65.0
P4HA1,65,65.0
PRPF19,65,65.0
SMPDL3A,65,65.0
RAC1P1,65,65.0
SLC7A2,65,65.0
ZNF541,65,65.0
DEGS1,65,65.0
MIR6505,65,65.0
CDH1,65,65.0
LGALSL-DT,65,65.0
SLC25A53,65,65.0
MVP,65,65.0
FAM207BP,65,65.0
LITAF,65,65.0
DHX33-DT,65,65.0
LRRC31,65,65.0
CRACD,65,65.0
TACC2,65,65.0
PTTG1P1,65,65.0
PHYH,65,65.0
DNAJC8P3,65,65.0
GCNT3,65,65.0
NLK,65,65.0
DGKD,65,65.0
RNVU1-33,65,65.0
RBP4,65,65.0
MIR656,65,65.0
ANKRD22,65,65.0
LINC00639,65,65.0
DHDDS-AS1,65,65.0
H3P2,65,65.0
CXCL16,65,65.0
MCL1,65,65.0
DEUP1,65,65.0
TTC36,60,60.0
ARID5A,60,60.0
MIR7850,60,60.0
CYREN,60,60.0
CLIC1,60,60.0
RPL21P98,60,60.0
MUC15,60,60.0
AKAP1,60,60.0
SFTPD-AS1,60,60.0
FENDRR,60,60.0
PTPRR,60,60.0
H3Y2,60,60.0
MIR1-1HG,60,60.0
TRBJ1-6,60,60.0
RHPN2,60,60.0
RNA5SP280,60,60.0
FAM3C,60,60.0
PCGF1,60,60.0
KSR1,60,60.0
IGBP1C,60,60.0
RNU6-1177P,60,60.0
U2,60,60.0
MIR30D,60,60.0
RNU6-640P,60,60.0
ID1,60,60.0
PRLHR,60,60.0
MIR873,60,60.0
SAPCD1-AS1,60,60.0
FBN3,60,60.0
SORCS2,60,60.0
EFNA1,60,60.0
STC1,60,60.0
NXPH1,60,60.0
FAM174B,60,60.0
GOLGA8S,60,60.0
CA3,60,60.0
TTC39C,60,60.0
SRPK1,60,60.0
GATA5,60,60.0
HNRNPA3P7,60,60.0
KLK3,60,60.0
WASIR2,60,60.0
PPBP,60,60.0
DENND6A-AS1,60,60.0
NCR2,60,60.0
TES,60,60.0
SLC37A2,60,60.0
GALNT16,60,60.0
LINC02730,60,60.0
LINC01019,60,60.0
CHI3L1,60,60.0
LINC00665,60,60.0
LINC02021,60,60.0
DTX4,60,60.0
F11R,60,60.0
OR2H5P,60,60.0
DCPS,60,60.0
LINC00550,60,60.0
HAP1,60,60.0
HSPE1P6,60,60.0
MYL12A,60,60.0
UNC80,60,60.0
SLC26A2,60,60.0
LINC02683,60,60.0
ZNHIT3,60,60.0
SLC25A28-DT,60,60.0
ABCA7,60,60.0
EIF4BP1,55,55.00000000000001
CYP2C18,55,55.00000000000001
HEXA,55,55.00000000000001
PDE6B-AS1,55,55.00000000000001
JAKMIP1,55,55.00000000000001
C2CD4A,55,55.00000000000001
RNU6-1267P,55,55.00000000000001
TRAJ14,55,55.00000000000001
SLCO6A1,55,55.00000000000001
LINC02162,55,55.00000000000001
MIR1291,55,55.00000000000001
ARHGAP19-SLIT1,55,55.00000000000001
NADK2-AS1,55,55.00000000000001
RPL9P32,55,55.00000000000001
SNORD1B,55,55.00000000000001
GALNT10,55,55.00000000000001
DNAH7,55,55.00000000000001
RAX,55,55.00000000000001
LINC01095,55,55.00000000000001
IQSEC3-AS2,55,55.00000000000001
TMEM145,55,55.00000000000001
PCCA,55,55.00000000000001
ARRDC3,55,55.00000000000001
MIR3920,55,55.00000000000001
TIGD4,55,55.00000000000001
PHYHIPL,55,55.00000000000001
ZDHHC13,55,55.00000000000001
VKORC1P1,55,55.00000000000001
LINGO2,55,55.00000000000001
BAG1,55,55.00000000000001
RNU6-402P,55,55.00000000000001
RABGAP1L,55,55.00000000000001
NUP43,55,55.00000000000001
CALCR,55,55.00000000000001
CDC42P2,55,55.00000000000001
GPR139,55,55.00000000000001
SPIN4,55,55.00000000000001
TSPAN8,55,55.00000000000001
SMG1P1,55,55.00000000000001
XPR1,55,55.00000000000001
ANXA4,55,55.00000000000001
FSIP1,55,55.00000000000001
RN7SL608P,55,55.00000000000001
POLR3K,55,55.00000000000001
TRAJ40,55,55.00000000000001
OCLNP1,55,55.00000000000001
IPMK,55,55.00000000000001
EPHB3,55,55.00000000000001
RTP4,55,55.00000000000001
RAB40B,55,55.00000000000001
HTR3A,55,55.00000000000001
CNIH4,55,55.00000000000001
KRT86,55,55.00000000000001
MCC,55,55.00000000000001
CSRP2P2,55,55.00000000000001
CSRP2,55,55.00000000000001
SFN,55,55.00000000000001
POLG-DT,55,55.00000000000001
TYMSOS,55,55.00000000000001
CD19,55,55.00000000000001
PNPLA2,55,55.00000000000001
BNIP3P16,55,55.00000000000001
ATAT1,55,55.00000000000001
NALF2,55,55.00000000000001
MAPK6P3,55,55.00000000000001
CCNG2,55,55.00000000000001
PIK3IP1,55,55.00000000000001
SQOR,55,55.00000000000001
CDKN1A,55,55.00000000000001
ADRB3,55,55.00000000000001
HSPD1P3,55,55.00000000000001
SLC5A12,55,55.00000000000001
SDC4,55,55.00000000000001
SMYD2,50,50.0
LPCAT4,50,50.0
TPGS1,50,50.0
TAF9BP1,50,50.0
GSAP,50,50.0
LINC01231,50,50.0
DAOA,50,50.0
LINC01444,50,50.0
SLN,50,50.0
PPM1L,50,50.0
GLUD1,50,50.0
SMAGP,50,50.0
RPS29P31,50,50.0
KLK13,50,50.0
HSPD1P8,50,50.0
SPSB1,50,50.0
FAM131B-AS2,50,50.0
RNA5SP209,50,50.0
UBE2B,50,50.0
IL1RL2,50,50.0
MIR548N,50,50.0
SNX19,50,50.0
PTCHD3P2,50,50.0
DUXAP7,50,50.0
SLC6A3,50,50.0
TRPC7,50,50.0
ATP6V1C2,50,50.0
RHEB,50,50.0
FEV,50,50.0
CLDN1,50,50.0
SDK2,50,50.0
ERLEC1,50,50.0
LINC00871,50,50.0
CSRP3-AS1,50,50.0
CNPY1,50,50.0
ZMYM3,50,50.0
RASD2,50,50.0
NANOGP5,50,50.0
RAB11FIP1,50,50.0
DERA,50,50.0
VPS41,50,50.0
C3orf52,50,50.0
CD207,50,50.0
SLC15A1,50,50.0
CTDNEP1P1,50,50.0
RDXP3,50,50.0
KIF23,50,50.0
TRAK1,50,50.0
GPR55,50,50.0
PEX11A,50,50.0
WEE1,50,50.0
MIR1276,50,50.0
DAGLB,50,50.0
NLRP9P1,50,50.0
STARD8,50,50.0
FAM83C,50,50.0
SRMS,50,50.0
TMEM225B,50,50.0
SMARCAD1-DT,50,50.0
CTSV,50,50.0
NUDT1,50,50.0
LDHBP1,50,50.0
OR5D3P,50,50.0
RNVU1-30,50,50.0
ZNF689,50,50.0
MLIP,50,50.0
RNF186,50,50.0
RARRES2P2,50,50.0
PIK3C2B,50,50.0
RNU6-662P,50,50.0
C4BPA,50,50.0
RNU6-315P,50,50.0
STK26,50,50.0
GOLGA6L5P,50,50.0
NR4A3,50,50.0
C15orf62,45,45.0
MIR6129,45,45.0
HPCAL4,45,45.0
MCPH1-DT,45,45.0
PPP1R15A,45,45.0
FAM183BP,45,45.0
CGA,45,45.0
MPO,45,45.0
TMPRSS11E,45,45.0
RPL39L,45,45.0
VCAN-AS1,45,45.0
LVRN,45,45.0
LINC00570,45,45.0
MT-TL2,45,45.0
PLA2G4D,45,45.0
RPSAP18,45,45.0
ZNF280B,45,45.0
PF4V1,45,45.0
MIR4439,45,45.0
LINC00411,45,45.0
CCL1,45,45.0
FAM241A,45,45.0
AGPAT2,45,45.0
LINC01289,45,45.0
CYSLTR2,45,45.0
BST1,45,45.0
CARS1P2,45,45.0
SLC31A2,45,45.0
TMEM92,45,45.0
LAMA1,45,45.0
NNMT,45,45.0
PROCA1,45,45.0
RPSAP71,45,45.0
HMGB2,45,45.0
MORC4,45,45.0
AKAP6,45,45.0
LAPTM4B,45,45.0
ANKRD20A7P,45,45.0
RNU2-52P,45,45.0
PEF1-AS1,45,45.0
SERPINE4P,45,45.0
RNU6-226P,45,45.0
RNU6-66P,45,45.0
TSPYL2,45,45.0
GJD3,45,45.0
LINC02716,45,45.0
TRAV37,45,45.0
CFL1P8,45,45.0
JPT2,45,45.0
LANCL3,45,45.0
RPS26P24,45,45.0
HNRNPCL1,45,45.0
RNU7-77P,45,45.0
SPDEF,45,45.0
LINC02955,45,45.0
BFAR,45,45.0
C4orf46P2,45,45.0
USP9X,45,45.0
CRIP3,45,45.0
DCD,45,45.0
SEMA3G,45,45.0
THSD4-AS1,45,45.0
SERINC5,45,45.0
FLNC-AS1,45,45.0
FXNP2,45,45.0
RNU6-1095P,45,45.0
LY6G6C,45,45.0
MAFF,45,45.0
BMP2,45,45.0
MIR4450,45,45.0
PRELID1P3,45,45.0
H4C3,45,45.0
NPIPA9,45,45.0
LRP4-AS1,45,45.0
NPIPB10P,45,45.0
IGHV3-15,45,45.0
BSN-DT,45,45.0
ARID5B,45,45.0
TERC,45,45.0
MTTP,45,45.0
ATL3,45,45.0
FBXL3,45,45.0
RNA5SP353,45,45.0
LINC02970,45,45.0
TERF1P4,45,45.0
RNA5SP277,45,45.0
DELEC1,45,45.0
KRT8P1,45,45.0
CST1,45,45.0
RN7SL213P,45,45.0
GATA2-AS1,45,45.0
TBCAP1,45,45.0
PHLDA3,45,45.0
PGM5-AS1,45,45.0
PPP1R21,40,40.0
SLITRK5,40,40.0
LINC02073,40,40.0
MIR6070,40,40.0
LINC02594,40,40.0
ADIPOR2,40,40.0
SIGLEC20P,40,40.0
MIR4297,40,40.0
CAST,40,40.0
MPHOSPH9,40,40.0
ELF3,40,40.0
MMAB,40,40.0
PRB3,40,40.0
ZNF414,40,40.0
MEAF6,40,40.0
LINC01411,40,40.0
KDM4A-AS1,40,40.0
PPP1R13B,40,40.0
KRT18P50,40,40.0
CDR2,40,40.0
TLDC2,40,40.0
NPM1P39,40,40.0
RNU6ATAC18P,40,40.0
CD47,40,40.0
LSP1P2,40,40.0
LINC02711,40,40.0
TMEM269,40,40.0
SERPINB8,40,40.0
HSPD1P7,40,40.0
MIR6508,40,40.0
ATP11AUN,40,40.0
MIR4478,40,40.0
IGHV1-17,40,40.0
IGLCOR22-1,40,40.0
BTG1-DT,40,40.0
TRAF3IP2,40,40.0
FTH1P3,40,40.0
LINC01587,40,40.0
LINC01509,40,40.0
HNRNPCP4,40,40.0
ISL1,40,40.0
ATP5PBP7,40,40.0
IL5,40,40.0
AMD1P1,40,40.0
RNU6-231P,40,40.0
LRRC3,40,40.0
TUBB8,40,40.0
CDA,40,40.0
NAA20,40,40.0
TMEM177,40,40.0
SALRNA3,40,40.0
SUFU,40,40.0
CD1C,40,40.0
RASSF4,40,40.0
KRT19P1,40,40.0
LINC01777,40,40.0
EVA1CP5,40,40.0
LINC01524,40,40.0
RNU6-130P,40,40.0
C12orf60,40,40.0
MIR4304,40,40.0
ARF1P3,40,40.0
SNORD53B,40,40.0
ECHDC1,40,40.0
RPSAP10,40,40.0
ZBP1,40,40.0
CNNM1,40,40.0
RNU6-15P,40,40.0
ZCCHC18,40,40.0
RELCH,40,40.0
RNU6-407P,40,40.0
SWAP70,40,40.0
HSPH1,40,40.0
COX6B1P3,40,40.0
RPS3AP46,40,40.0
CLDN24,40,40.0
CYP26C1-DT,40,40.0
COX6A2,40,40.0
NUPR1,40,40.0
CTNND2,40,40.0
LINC02043,40,40.0
MS4A14,40,40.0
EFHB,40,40.0
AMOTL1,40,40.0
LINC01320,40,40.0
INPPL1,40,40.0
SLC49A4,40,40.0
ACP6,40,40.0
LINC02058,40,40.0
TTLL11,40,40.0
PGGT1BP1,40,40.0
ARL8B,40,40.0
IGKV1OR9-1,40,40.0
KCNG2,40,40.0
RN7SKP271,40,40.0
MSX1,40,40.0
TRDMT1,40,40.0
GAST,40,40.0
MRPS18A,40,40.0
PLA2G10,40,40.0
S100A14,40,40.0
PGAM1P4,40,40.0
FER1L6,40,40.0
GPR15LG,40,40.0
EIF4A2,40,40.0
RAI2,40,40.0
RN7SL586P,40,40.0
KRT18P57,40,40.0
MIR921,40,40.0
YWHAZP10,40,40.0
LSMEM1,40,40.0
RPL23AP8,40,40.0
DHCR24,40,40.0
TRAV21,40,40.0
SLC30A3,40,40.0
GPR101,40,40.0
STAT4-AS1,40,40.0
KCTD14,40,40.0
GLYATL1P4,40,40.0
FAM91A1,40,40.0
C1QTNF2,40,40.0
BCDIN3D,40,40.0
PIGFP2,40,40.0
RIN2,40,40.0
RNA5SP340,40,40.0
NTRK1,40,40.0
RNU6-1150P,40,40.0
RNU6-857P,40,40.0
PIKFYVE,40,40.0
EAF2,40,40.0
LRRC52-AS1,40,40.0
UCP1,40,40.0
TRIM49,40,40.0
FAM13A,40,40.0
MTCYBP3,40,40.0
XPOTP1,40,40.0
TENT5B,40,40.0
CP,35,35.0
TOM1,35,35.0
VSTM1,35,35.0
SLC6A12,35,35.0
SLC25A51P3,35,35.0
NEBL,35,35.0
PRR23E,35,35.0
GAPDHS,35,35.0
SNORA71B,35,35.0
NACAP8,35,35.0
DYNLT3,35,35.0
RASEF,35,35.0
MTND3P6,35,35.0
LPIN3,35,35.0
TBC1D3K,35,35.0
RBM7P1,35,35.0
ANKEF1,35,35.0
ZDHHC20-IT1,35,35.0
B3GNT7,35,35.0
CEP350,35,35.0
CD109-AS1,35,35.0
RN7SKP20,35,35.0
REXO6P,35,35.0
ACTG1,35,35.0
DNPEP-AS1,35,35.0
MIR6806,35,35.0
PRXL2CP1,35,35.0
IKZF2,35,35.0
UBBP1,35,35.0
CCDC166,35,35.0
BTNL2,35,35.0
UNC79,35,35.0
NEB,35,35.0
ATP11B-DT,35,35.0
DDX19B,35,35.0
S100P,35,35.0
SMG6-IT1,35,35.0
HMGB3P13,35,35.0
KIF26B-AS1,35,35.0
CDK7P1,35,35.0
C12orf71,35,35.0
BTBD18,35,35.0
MEIG1,35,35.0
MTCO3P20,35,35.0
NOA1,35,35.0
PTMA,35,35.0
SIPA1L2,35,35.0
CRYBG2,35,35.0
STC2,35,35.0
RBBP4P1,35,35.0
LRG1,35,35.0
SDC1,35,35.0
LINC01182,35,35.0
ATP10A,35,35.0
MRPS31P4,35,35.0
TMEM41A,35,35.0
LINC01511,35,35.0
MYL12B,35,35.0
NLRP5,35,35.0
MIR4270,35,35.0
SYVN1,35,35.0
PIK3R3,35,35.0
NEDD8,35,35.0
HNF1B,35,35.0
RNU6-972P,35,35.0
SSH3,35,35.0
MLPH,35,35.0
ST20-AS1,35,35.0
CISD1,35,35.0
ATP1B1P1,35,35.0
LINC00297,35,35.0
LINC02229,35,35.0
H4C8,35,35.0
LINC01595,35,35.0
KCNS3,35,35.0
FAM83A-AS1,35,35.0
LYL1,35,35.0
FUT2,35,35.0
RPL7P52,35,35.0
MOCS1P1,35,35.0
TTC21B,35,35.0
ERLIN2,35,35.0
TRAJ61,35,35.0
GSTZ1,35,35.0
LINC01683,35,35.0
PRR15-DT,35,35.0
SEC11B,35,35.0
LGMN,35,35.0
RN7SL735P,35,35.0
NEK1,35,35.0
HSPA12A,35,35.0
MIX23P3,35,35.0
LINC02079,35,35.0
SHISA4,35,35.0
LCMT1-AS2,35,35.0
KLHL7-DT,35,35.0
USP46-DT,35,35.0
SYBU-AS1,35,35.0
ZC3H11B,35,35.0
CAMK2D,35,35.0
S100A13,35,35.0
RPL19P13,35,35.0
LINC01520,35,35.0
LINC02271,35,35.0
RPS6KL1,35,35.0
NDUFA5P11,35,35.0
EIF3KP1,35,35.0
RN7SL786P,35,35.0
DISC1,35,35.0
NT5C3AP2,35,35.0
MAGED1,35,35.0
PLK4,35,35.0
XCL2,35,35.0
ASB9P1,35,35.0
NCOA7,35,35.0
OGFR,35,35.0
LURAP1L,35,35.0
RPLP1P13,35,35.0
TRIM63,35,35.0
NOC2LP2,35,35.0
BACH1-IT1,35,35.0
RPS17P5,35,35.0
GNG13,35,35.0
ATP6V0E1P3,35,35.0
MAPK6,35,35.0
RNU6-586P,35,35.0
AGPAT5,35,35.0
DLGAP2-AS1,35,35.0
SLC12A7,35,35.0
LINC02686,35,35.0
TMEM150C,35,35.0
ZNF232-AS1,35,35.0
ANKRD10,35,35.0
CARS1-AS1,35,35.0
PPIAP15,35,35.0
CASP1,35,35.0
HLTF-AS1,35,35.0
RNU6-838P,35,35.0
FRAS1,35,35.0
RN7SL96P,35,35.0
EEF1A1P7,35,35.0
RNU6-245P,35,35.0
RNFT1-DT,35,35.0
ASB12,35,35.0
R3HDM4,35,35.0
RPL35AP3,35,35.0
LINC01111,35,35.0
OVGP1,35,35.0
SP110,35,35.0
SGK1,35,35.0
SNORD70B,35,35.0
RPL21P123,35,35.0
CD247,35,35.0
CORO7,35,35.0
STUM,30,30.0
PTPN4,30,30.0
RNU6-1250P,30,30.0
SNORA3B,30,30.0
SNAPC3,30,30.0
TUBB1,30,30.0
CCDC15,30,30.0
RBM20,30,30.0
ZDHHC11,30,30.0
GNA15,30,30.0
SLC5A1,30,30.0
CCND3P1,30,30.0
SNORA74B,30,30.0
SYT15,30,30.0
ASTL,30,30.0
IFITM8P,30,30.0
AKR1B1P2,30,30.0
CYP2D7,30,30.0
LINC02042,30,30.0
DUSP22,30,30.0
RN7SL105P,30,30.0
INAVA,30,30.0
SEMA6A-AS2,30,30.0
HAL,30,30.0
RN7SL110P,30,30.0
H1-10-AS1,30,30.0
C16orf86,30,30.0
PCAT14,30,30.0
DNAJB6P4,30,30.0
EIF4BP4,30,30.0
GJB6,30,30.0
ALDOB,30,30.0
PEA15,30,30.0
FDPSP2,30,30.0
BEAN1-AS1,30,30.0
RSL1D1-DT,30,30.0
TCIM,30,30.0
FBXO8,30,30.0
RNU1-42P,30,30.0
HRH1,30,30.0
PLS3,30,30.0
LAMB3,30,30.0
SEC14L5,30,30.0
MPRIPP1,30,30.0
SNORA11F,30,30.0
HSPB1P2,30,30.0
CALM2P3,30,30.0
LCE4A,30,30.0
CCK,30,30.0
MFAP5,30,30.0
RFLNB,30,30.0
TMEM144,30,30.0
RNU7-119P,30,30.0
DNM3,30,30.0
RPSAP5,30,30.0
STUB1,30,30.0
RAB33B,30,30.0
NPC2,30,30.0
TUBAP14,30,30.0
CIRBP-AS1,30,30.0
COP1P1,30,30.0
CCNB3P1,30,30.0
ARPC3,30,30.0
KRT8P46,30,30.0
RN7SL370P,30,30.0
