feature,frequency,percentage
APOL1,90,90.0
TMEM45B,90,90.0
LRP2,90,90.0
RPS6KA5,90,90.0
GLRXP2,90,90.0
EZR,90,90.0
SOD2,90,90.0
ARHGAP26,90,90.0
C16orf46-DT,90,90.0
MTND4P22,90,90.0
PSEN1,90,90.0
MAP1LC3B,90,90.0
PELO-AS1,90,90.0
CEACAM21,90,90.0
RNA5SP442,85,85.0
CASP4,85,85.0
MIR342,85,85.0
DSC2,85,85.0
ENPP7P11,85,85.0
ALG13,85,85.0
SHANK3,85,85.0
SLC44A1,85,85.0
MFSD4A,85,85.0
DBR1,85,85.0
CHMP5,85,85.0
BCL2L10,85,85.0
SLC24A5,85,85.0
AQP12A,85,85.0
MTND4P16,85,85.0
ZNF284,85,85.0
LINC02888,85,85.0
SESTD1,85,85.0
PPP1R1B,85,85.0
MTND5P16,85,85.0
CAPZA3,85,85.0
THEM5,85,85.0
FCHO1,85,85.0
FAM83G,85,85.0
TMC3,85,85.0
HCRTR2,85,85.0
DOCK9,85,85.0
PNKD,85,85.0
SNORD101,85,85.0
RNU6-484P,85,85.0
FLOT2,85,85.0
WLS,85,85.0
MIR4511,85,85.0
LINC01166,85,85.0
LINC00885,85,85.0
ZNF723,85,85.0
DNM1P41,85,85.0
DUSP2,85,85.0
KCNG1,85,85.0
MIR5195,85,85.0
TENM2,85,85.0
CHP1,85,85.0
PPM1M,85,85.0
ENAHP1,85,85.0
AADAT,85,85.0
NCLP1,85,85.0
PRAP1,85,85.0
HEPFAL,85,85.0
MIR623,85,85.0
VWA5A,85,85.0
LINC02137,85,85.0
TC2N,85,85.0
CLPSL1,85,85.0
CSTB,85,85.0
B4GALT1-AS1,85,85.0
TMBIM1,80,80.0
EMX1,80,80.0
TMEM237,80,80.0
MIR6877,80,80.0
YPEL3-DT,80,80.0
ABHD3,80,80.0
THBD,80,80.0
MGST1,80,80.0
FDCSP,80,80.0
RACGAP1,80,80.0
EIF2B5-DT,80,80.0
MEGF6,80,80.0
GIMAP3P,80,80.0
CDH12P3,80,80.0
CTNNA1,80,80.0
SPICE1,80,80.0
LINC00891,80,80.0
PLPPR5,80,80.0
NGB,80,80.0
ZNF252P-AS1,80,80.0
SERPINB1,80,80.0
ARL6IP1,80,80.0
FN3KRP,80,80.0
TYMP,80,80.0
ZNF670,80,80.0
GADD45B,80,80.0
MAOA,80,80.0
SUMO2P1,80,80.0
PRSS38,80,80.0
ARL3,80,80.0
HNRNPA1P41,80,80.0
CDK5P1,80,80.0
ANXA1,80,80.0
RPL21P107,80,80.0
STK19,80,80.0
SLC17A4,80,80.0
RPS17P2,80,80.0
TRAV13-2,80,80.0
ATP6V1A,80,80.0
RN7SL182P,80,80.0
MTCP1,80,80.0
NMI,80,80.0
CD200,80,80.0
CT69,80,80.0
IFNA8,80,80.0
KRT18P19,80,80.0
TTC4,80,80.0
RGS12,80,80.0
LINC01010,80,80.0
ZNF385C,80,80.0
LMLN-AS1,80,80.0
RPS27P14,80,80.0
HENMT1,80,80.0
